timestamp,production_volume,production_rate,cycle_time_minutes,quality_score,defect_rate_percent,first_pass_yield,equipment_utilization,downtime_minutes,oee_score,material_waste_percent,energy_kwh,labor_hours,production_cost_per_unit,total_cost,efficiency_score,waste_cost
2025-09-11 00:33:01.469554,631.4,111.49493380020422,3.0561990301327127,94.69453917550602,0.8075291839720378,98.75646746982015,75.24345096949084,0,66.75171739302974,2.4524730559567294,182.06627547364323,6.064991292800242,2.16325615498533,2267.8024120373393,71.25143915530717,55.617243117552555
2025-09-11 01:33:01.469553,803.5999999999999,96.45357865996576,2.9339124917277593,87.63224728214809,3.311685461709353,94.9972875790702,63.49741159047408,6,66.41563893443895,3.5021523774251326,205.2338013455503,4.614997248411672,2.2240316425512803,1870.8717006548736,55.644208742727606,65.52077774305867
2025-09-11 02:33:01.469551,749.0,114.94891680728901,3.076010691848082,97.45495524155194,2.56365716690244,96.42413445895706,61.714241725637216,26,68.00945373763835,6.01589249818101,155.0507470832282,7.686906677806645,2.474009345801267,2398.1824455420024,60.14358665138292,144.2720778340552
2025-09-11 03:33:01.469549,634.1999999999999,105.51817050738956,3.6126560145141586,89.7832297669271,0.7035111773155157,97.08277881541245,73.37198256378922,20,79.51921459036055,7.329633179069036,154.38810883687435,7.029876202892412,2.2126295621652727,2064.4042979296455,65.87573568979656,151.3132623711785
2025-09-11 04:33:01.469547,609.6999999999999,113.34572536575834,2.558310372044178,89.25011101239502,1.4028907008404488,94.5687298490504,60.47191677038906,27,88.2190855301373,4.759651707763776,222.0373212732203,6.926821090892606,2.129820791564699,2327.624456838708,53.971252848895354,110.78681721025087
2025-09-11 05:33:01.469545,691.5999999999999,99.97727079467342,4.314497888712811,86.93554465432177,2.6245162659358447,93.03058952087362,75.26445078881223,15,77.4185857001496,5.641838697645593,194.4479977977791,6.836722815177619,2.2013811381283928,2317.461009384291,65.43156022433789,130.74741203029112
2025-09-11 06:33:01.469543,820.0,101.40102018395731,2.8125674190995524,88.97285480137279,0.7020518044063151,93.44606711355246,70.3038618672454,22,86.07363706140492,3.130999116773367,175.62923753692175,4.80135928438577,2.449530440903419,2724.3543461938,62.55135293890194,85.29951051710472
2025-09-11 07:33:01.469541,902.0,85.7755052853467,2.940177353742773,96.39645990376661,2.24651138052882,94.19286533606427,94.24697066769097,19,76.14716549649519,6.829801003290112,169.041349602491,4.844026766830105,2.3798647019211523,2349.0832225687227,90.85074329019541,160.43770950311833
2025-09-11 08:33:01.469539,921.0,111.35949434757421,3.536552352895293,97.95234638915421,1.5376491708588702,96.45247894246558,71.0789977987644,37,82.71458864419563,7.8039686681208185,216.99534908592182,6.75317199370902,2.026085113354666,2382.9984797183156,69.62354613378501,185.96845471901278
2025-09-11 09:33:01.469537,1014.0,96.77558446667886,3.9202295326745586,89.78802389658902,2.3627465533024314,94.78796384362339,92.27857784245178,24,83.29681843216252,3.611593597487585,150.040154402534,4.8788910004415875,1.966078054559996,2201.65312576438,82.85511152461311,79.51476332899163
2025-09-11 10:33:01.469535,1130.0,100.0032047308633,2.691458109488795,81.74874438216814,1.274452202875077,92.0477028853009,83.1925277271575,27,69.34909264758346,4.968955709603278,230.5891169196854,5.754686787212195,1.9838435286562515,2749.0796031828168,68.00884683673834,136.6005479038917
2025-09-11 11:33:01.469534,887.0,111.40390856382831,3.1353893950943243,94.38692219663558,3.114610418457129,95.6638502954723,94.8241199029825,4,74.03040147439529,2.5166966630382426,157.9249606129929,7.1280073023757655,2.153094727800649,2577.1859094396095,89.50156827647254,64.85995178315844
2025-09-11 12:33:01.469532,1172.0,103.95381600317756,4.437349211148714,96.52054514604598,3.420466907532191,98.45059374335193,71.84491411838498,20,80.9325539134506,5.35481993877781,169.14896149081196,7.135810072391363,2.3208346158600044,2085.4052903028414,69.34510276677373,111.66969828946382
2025-09-11 13:33:01.469530,899.0,88.0439490977067,3.0246859335618916,92.7095763444282,3.4066335658570743,97.68454327706075,83.84635711003303,17,66.76741520460915,5.016700651080083,188.62363952990896,5.813047090103439,2.1522534450280735,2644.209585776232,77.73360245694798,132.6520795055582
2025-09-11 14:33:01.469528,1159.0,103.60930636603571,3.1261002901262938,90.08983407631177,2.748955495228774,97.77647959881742,94.23256339047748,5,74.03850469407392,2.8666189049304656,198.48587397161037,7.16875975310098,1.8474574770796788,2232.39636018509,84.89396000433648,63.9942960940454
2025-09-11 15:33:01.469526,951.0,96.30531431918624,4.172996981236067,90.36408393103211,0.8902587203918959,97.56540612324292,83.07744610425372,28,78.36998665702981,4.652397278708451,185.4995115813942,7.354487184792227,2.306506490307987,2628.667143533594,75.07217312540581,122.29603865206008
2025-09-11 16:33:01.469524,930.0,98.78102168175451,2.6004288633809107,94.04303590445849,2.7747895877870676,94.26611577927297,85.73496595338156,18,89.90561232611597,4.004627912519379,182.07121649842938,6.619103005137041,2.3641790900696678,2622.888068293502,80.62776481421389,105.03690769702193
2025-09-11 17:33:01.469522,949.0,81.13245097610671,3.4292263376179415,76.53765368417007,1.147521498752809,97.35635683628074,87.39371722461543,32,76.86333906556102,5.130985251831136,246.39160120731884,4.913703409233681,2.002648505583804,1988.8701867628545,66.88910063109904,102.04863596086844
2025-09-11 18:33:01.469520,1108.0,88.40117398065127,3.2592335289033407,93.05466138697793,0.5663706545869918,93.00212950467835,81.36352661919433,0,85.40141892785809,5.513926012572795,214.15796812433942,5.09604712154219,2.2648880174983455,2501.141131383577,75.71255418799494,137.91107145451656
2025-09-11 19:33:01.469518,1057.0,91.24152325524113,3.1331735198173023,89.62140913573765,1.4708306574486238,96.60401303093167,85.68895200210159,44,75.80168212666544,2.050973471643257,152.34329553673882,5.2593646216349415,2.0986143307380756,2090.642969306531,76.79564625792932,42.87853268725183
2025-09-11 20:33:01.469516,1143.0,108.51840031435223,3.0713991880895293,95.3245653066021,1.9659295712139973,96.49097996679497,84.6078577980775,2,84.90976806549273,6.566035897697332,193.0175908444313,4.4672164309358084,2.42238354900921,2097.492669992668,80.65207266124543,137.72212166328885
2025-09-11 21:33:01.469515,1093.0,80.4596989319246,2.6827482097208186,86.20887831770072,2.8112222534233795,92.17898859362815,92.52895026227472,41,79.8853700405027,6.278085751170445,237.50086997439703,5.0926384814797805,2.391657890712518,2096.3480768805807,79.76817014025023,131.61052990957538
